Country,Date,int_perc,electricity_consumed,energy_consumed,population,GDP,continent,country_name
BHR,2014,90.99998,24.55707,523.871133306962,1314.56,61.0068,Asia,Bahrain
BGD,1990,0.0,5.022,2.3175667979367818,103172.0,162.147,Asia,Bangladesh
BGD,1991,0.0,5.49,2.410375136744872,105599.0,167.559,Asia,Bangladesh
BGD,1992,0.0,6.65,2.6474632367869364,107984.0,176.005,Asia,Bangladesh
BGD,1993,0.0,7.513,2.803053069507744,110351.0,184.047,Asia,Bangladesh
BGD,1994,0.0,8.237,3.0374310376947466,112738.0,191.575,Asia,Bangladesh
BGD,1995,0.0,8.616,3.252349559688384,115170.0,201.006,Asia,Bangladesh
BGD,1996,0.0,8.989,3.3065148598024554,117650.0,210.301,Asia,Bangladesh
BGD,1997,0.00075104582943988,9.38802,3.3230369988963857,120161.0,219.743,Asia,Bangladesh
BGD,1998,0.00368481262469867,10.16605,3.4839209790450902,122683.0,231.119,Asia,Bangladesh
